id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
60cb6a93-6087-4c86-98d6-921d94eef489,"""2026-07-09T12:01:47.584Z""",2026-07-09T12:01:47.584000,success,200,GET,,/rest/v1/habits,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habits?select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
6ce4c83e-0529-4de3-bfd2-afa981fe3de7,"""2026-07-09T12:01:47.447Z""",2026-07-09T12:01:47.447000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
67ab7e94-0159-4927-97f4-8c1511b525be,"""2026-07-09T12:01:47.417Z""",2026-07-09T12:01:47.417000,success,200,GET,,/rest/v1/daily_notes,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/daily_notes?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
284b04f4-2efd-4172-8001-de35ca430156,"""2026-07-09T12:01:47.268Z""",2026-07-09T12:01:47.268000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h9&date=eq.2026-07-06&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
09fa27e4-34ed-4d6b-8bef-c50a85c48123,"""2026-07-09T12:01:47.264Z""",2026-07-09T12:01:47.264000,success,200,GET,,/rest/v1/relapse_history,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/relapse_history?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
db055196-436c-4e10-875c-62a0e14b18c7,"""2026-07-09T12:01:47.245Z""",2026-07-09T12:01:47.245000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h9&date=eq.2026-07-06&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
965c471b-a287-452f-be1e-b9110bf2c543,"""2026-07-09T12:01:47.089Z""",2026-07-09T12:01:47.089000,success,200,GET,,/rest/v1/last_fall,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/last_fall?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
101a334b-cff8-4915-b802-083e502546f3,"""2026-07-09T12:01:46.931Z""",2026-07-09T12:01:46.931000,success,200,GET,,/rest/v1/mindset_tracker,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/mindset_tracker?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
e32ec1c2-58b4-4a28-bed9-9b812d7ba4c1,"""2026-07-09T12:01:46.734Z""",2026-07-09T12:01:46.734000,success,200,GET,,/rest/v1/monthly_tasks,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/monthly_tasks?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
ad904784-7034-47b1-9349-27d4d8341313,"""2026-07-09T12:01:46.565Z""",2026-07-09T12:01:46.565000,warning,400,POST,,/rest/v1/tasks,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/tasks?columns=%22_id%22%2C%22weekStartDate%22%2C%22dayOfWeek%22%2C%22text%22%2C%22color%22%2C%22createdAt%22%2C%22completed%22 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
6e413439-8295-4250-bcb3-982f943e1fb4,"""2026-07-09T12:01:46.410Z""",2026-07-09T12:01:46.410000,success,200,GET,,/rest/v1/tasks,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/tasks?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
de4d185d-4d05-4286-b502-4dc273d3f773,"""2026-07-09T12:01:46.252Z""",2026-07-09T12:01:46.252000,success,200,GET,,/rest/v1/mental_state,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/mental_state?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
4332d375-485a-4a36-8d83-c865c227880b,"""2026-07-09T12:01:46.228Z""",2026-07-09T12:01:46.228000,success,200,OPTIONS,,/rest/v1/mental_state,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/mental_state?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
52de21b7-4623-4fbd-8510-46debd32c26d,"""2026-07-09T12:01:46.063Z""",2026-07-09T12:01:46.063000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22createdAt%22%2C%22completed%22%2C%22created_at%22 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
33fd6e4e-7a10-4170-a459-fc5aea93fb4a,"""2026-07-09T12:01:46.040Z""",2026-07-09T12:01:46.040000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22createdAt%22%2C%22completed%22%2C%22created_at%22 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
65bec598-eb03-4463-bd42-509124137f7f,"""2026-07-09T12:01:45.841Z""",2026-07-09T12:01:45.841000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
05f03d39-87f4-4862-99e1-1dd5a647a9c4,"""2026-07-09T12:01:45.815Z""",2026-07-09T12:01:45.815000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
6fbfb7db-8fd4-472c-b15d-bc173db00d5f,"""2026-07-09T12:01:45.648Z""",2026-07-09T12:01:45.648000,success,200,GET,,/rest/v1/habits,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habits?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
9de1fb9e-88ff-47b1-9a8f-c291afe8cca9,"""2026-07-09T12:01:45.594Z""",2026-07-09T12:01:45.594000,success,200,OPTIONS,,/rest/v1/habits,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habits?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
ae9bec2a-74ab-462d-a37b-b22c4bc58740,"""2026-07-09T12:01:45.187Z""",2026-07-09T12:01:45.187000,success,200,GET,,/rest/v1/mental_state,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/mental_state?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
3f181f0e-6ef2-42a7-9ecd-3cae9dd81bac,"""2026-07-09T12:01:44.999Z""",2026-07-09T12:01:44.999000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22createdAt%22%2C%22completed%22%2C%22created_at%22 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
7459dd8c-b9f6-4cb2-a61c-c57ea01880c3,"""2026-07-09T12:01:44.831Z""",2026-07-09T12:01:44.831000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
285a3aa3-81e8-4bcc-8c00-2f34259a5770,"""2026-07-09T12:01:44.801Z""",2026-07-09T12:01:44.801000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
3d4031a2-689a-427d-a5a5-eeab496ab834,"""2026-07-09T12:01:44.582Z""",2026-07-09T12:01:44.582000,success,200,GET,,/rest/v1/habits,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habits?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
eefe556b-1325-44d0-9bfd-7c3987c7cc5a,"""2026-07-09T12:01:44.554Z""",2026-07-09T12:01:44.554000,success,200,OPTIONS,,/rest/v1/habits,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habits?select=_id&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
e55b0351-00c0-4dee-94e4-43a8329bc9d6,"""2026-07-09T12:01:42.441Z""",2026-07-09T12:01:42.441000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
333bdefa-7630-4043-98d8-2e6d26c74e83,"""2026-07-09T12:01:42.283Z""",2026-07-09T12:01:42.283000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h10&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
a8d678ef-ec7a-47e7-9321-d9fc9ce154ba,"""2026-07-09T12:01:41.929Z""",2026-07-09T12:01:41.929000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
3395289d-814a-40a6-9e6a-c6f8aa12a526,"""2026-07-09T12:01:41.767Z""",2026-07-09T12:01:41.767000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
9e520ab0-faa3-4d22-b513-1d5afa11d8c9,"""2026-07-09T12:01:41.766Z""",2026-07-09T12:01:41.766000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h10&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
a381074e-361b-4257-8df5-48abf2737e10,"""2026-07-09T12:01:41.597Z""",2026-07-09T12:01:41.597000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h10&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
54fad1fc-6c0e-4531-a1d4-25ac0b240199,"""2026-07-09T12:01:41.439Z""",2026-07-09T12:01:41.439000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
ee31d01f-f450-40e6-9ee8-517bbd1938c4,"""2026-07-09T12:01:41.188Z""",2026-07-09T12:01:41.188000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h10&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
40bf16f0-5bf4-4f04-9a1b-aca35a0f1eab,"""2026-07-09T12:01:41.164Z""",2026-07-09T12:01:41.164000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
167e9a54-19fc-45f6-8e2f-339fa8fa9853,"""2026-07-09T12:01:41.005Z""",2026-07-09T12:01:41.005000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h10&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
e17d0e00-7a4a-47d5-beae-ab7dee04f98e,"""2026-07-09T12:01:40.981Z""",2026-07-09T12:01:40.981000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h10&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
9e17dd12-51f6-41d8-ae61-d18ff863334f,"""2026-07-09T12:01:40.883Z""",2026-07-09T12:01:40.883000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
866dd1f7-0cfa-4398-9e86-44cce9c344b2,"""2026-07-09T12:01:40.722Z""",2026-07-09T12:01:40.722000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h8&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
c282533f-b13b-4b1c-9e1c-430f55dfae40,"""2026-07-09T12:01:40.685Z""",2026-07-09T12:01:40.685000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h8&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
6d7f639e-ce33-4517-bc0d-86a14a4c24b0,"""2026-07-09T12:01:40.137Z""",2026-07-09T12:01:40.137000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
c4561fc1-87bf-44d7-a005-a26ca0f7488a,"""2026-07-09T12:01:39.968Z""",2026-07-09T12:01:39.968000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h14&date=eq.2026-07-09&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
850b06c5-62af-468e-9b68-1286b8be84f8,"""2026-07-09T12:01:39.947Z""",2026-07-09T12:01:39.947000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h14&date=eq.2026-07-09&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
3cd25ff0-4f8d-4a35-bf6f-2b20bcb3172d,"""2026-07-09T12:01:39.839Z""",2026-07-09T12:01:39.839000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
45248ea7-7d2c-4461-8a28-7e8468e0c31a,"""2026-07-09T12:01:39.638Z""",2026-07-09T12:01:39.638000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h4&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
dd5bb4a6-9aa9-42e3-8762-7fcba06b637c,"""2026-07-09T12:01:39.614Z""",2026-07-09T12:01:39.614000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h4&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
84c1ffdd-4b04-4f10-ad57-beb3eac1dffe,"""2026-07-09T12:01:39.583Z""",2026-07-09T12:01:39.583000,warning,400,POST,,/rest/v1/habit_entries,"POST | 400 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?columns=%22_id%22%2C%22habitId%22%2C%22date%22%2C%22completed%22%2C%22created_at%22&select=* | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
2e79fa15-5840-4c23-b5de-62ec2aa16ed4,"""2026-07-09T12:01:39.407Z""",2026-07-09T12:01:39.407000,success,200,GET,,/rest/v1/habit_entries,"GET | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h2&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
88fbe99a-2032-4c69-8995-8d8d9ba37409,"""2026-07-09T12:01:39.382Z""",2026-07-09T12:01:39.382000,success,200,OPTIONS,,/rest/v1/habit_entries,"OPTIONS | 200 | https://bniipiamcnvacbwhoosx.supabase.co/rest/v1/habit_entries?select=*&habitId=eq.h2&date=eq.2026-07-08&limit=1 | Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",{},[],edge,0,null,[],null
